id,name,type,abilities,moves,health,attack,defense,special-attack,special-defense,speed,height,weight,generation,shape,colour,bmi,base_stat,m/s,kEnergy
871,pincurchin,electric,"lightning-rod, electric-surge","fury-attack, body-slam, take-down, pin-missile, water-gun, hydro-pump, surf, bubble-beam, hyper-beam, peck, thunder-shock, thunderbolt, thunder-wave, thunder, recover, self-destruct, swift, rest, substitute, snore, curse, reversal, protect, spikes, endure, spark, attract, sleep-talk, pain-split, rain-dance, memento, facade, charge, muddy-water, brine, acupressure, payback, assurance, sucker-punch, toxic-spikes, poison-jab, giga-impact, discharge, charge-beam, venoshock, electro-ball, round, scald, hex, electroweb, wild-charge, venom-drench, electric-terrain, throat-chop, liquidation, zing-zap, rising-voltage, tera-blast, chilling-water, supercell-slam",48,101,95,91,85,15,3,10,8.0,tentacles,purple,11.11111111111111,435,1.9982688,1.99653909852672
872,snom,"ice, bug","shield-dust, ice-scales","rest, substitute, snore, powder-snow, protect, icy-wind, endure, attract, sleep-talk, mirror-coat, facade, icicle-spear, bug-buzz, bug-bite, round, struggle-bug, fairy-wind, lunge, skitter-smack, tera-blast, pounce",30,25,35,45,30,20,3,38,8.0,squiggle,white,42.22222222222222,185,2.6643584,13.487730798936061
873,frosmoth,"ice, bug","shield-dust, ice-scales","take-down, mist, ice-beam, blizzard, aurora-beam, hyper-beam, stun-spore, light-screen, reflect, swift, leech-life, rest, substitute, snore, powder-snow, protect, icy-wind, giga-drain, endure, attract, sleep-talk, safeguard, hail, facade, helping-hand, imprison, feather-dance, weather-ball, icicle-spear, calm-mind, tailwind, u-turn, air-slash, bug-buzz, giga-impact, avalanche, defog, bug-bite, wide-guard, quiver-dance, round, acrobatics, struggle-bug, hurricane, play-rough, dazzling-gleam, infestation, lunge, aurora-veil, skitter-smack, triple-axel, dual-wingbeat, tera-blast, ice-spinner, snowscape, pounce",70,65,60,125,90,65,13,420,8.0,bug-wings,white,24.852071005917157,475,8.6591648,1574.6038357047396
874,stonjourner,rock,power-spot,"stomp, mega-kick, body-slam, take-down, hyper-beam, low-kick, rock-throw, earthquake, self-destruct, rest, rock-slide, substitute, snore, curse, protect, sandstorm, endure, attract, sleep-talk, safeguard, sunny-day, psych-up, ancient-power, facade, superpower, endeavor, imprison, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gravity, assurance, rock-polish, power-gem, earth-power, giga-impact, stone-edge, stealth-rock, wide-guard, wonder-room, smack-down, heavy-slam, low-sweep, round, bulldoze, heat-crash, high-horsepower, brutal-swing, stomping-tantrum, body-press, meteor-beam, tera-blast, hard-press",100,125,135,20,20,70,25,5200,8.0,legs,gray,83.2,470,9.325254399999999,22609.696102427028
875,eiscue-ice,ice,ice-face,"ice-punch, headbutt, tackle, body-slam, take-down, double-edge, mist, hydro-pump, surf, ice-beam, blizzard, hyper-beam, agility, reflect, waterfall, amnesia, rest, substitute, snore, reversal, powder-snow, protect, belly-drum, icy-wind, endure, attract, sleep-talk, rain-dance, whirlpool, hail, facade, dive, feather-dance, weather-ball, icicle-spear, iron-defense, water-pulse, brine, aqua-ring, giga-impact, avalanche, zen-headbutt, iron-head, head-smash, soak, round, icicle-crash, freeze-dry, aurora-veil, liquidation, flip-turn, tera-blast, ice-spinner, snowscape, chilling-water",75,80,110,65,90,50,14,890,8.0,upright,blue,45.40816326530613,470,6.660895999999999,1974.3553307653117
876,indeedee-male,"psychic, normal","inner-focus, synchronize, psychic-surge","pay-day, body-slam, take-down, psybeam, psychic, metronome, swift, rest, tri-attack, substitute, snore, protect, endure, attract, sleep-talk, encore, psych-up, shadow-ball, future-sight, fake-out, facade, helping-hand, trick, skill-swap, imprison, hyper-voice, aromatherapy, extrasensory, magical-leaf, calm-mind, gravity, healing-wish, power-swap, last-resort, drain-punch, energy-ball, zen-headbutt, trick-room, power-split, wonder-room, psyshock, magic-room, after-you, round, stored-power, ally-switch, disarming-voice, draining-kiss, play-rough, play-nice, mystical-fire, dazzling-gleam, psychic-terrain, expanding-force, terrain-pulse, tera-blast, psychic-noise",60,65,55,105,95,95,9,280,8.0,upright,purple,34.5679012345679,475,12.6557024,2242.3352453231205
877,morpeko-full-belly,"electric, dark",hunger-switch,"thunder-punch, take-down, thrash, double-edge, tail-whip, leer, bite, thunder-shock, thunderbolt, thunder-wave, thunder, agility, quick-attack, swift, rest, super-fang, substitute, thief, snore, reversal, spite, protect, scary-face, outrage, endure, swagger, spark, attract, sleep-talk, baton-pass, rapid-spin, crunch, fake-out, uproar, torment, flatter, facade, charge, taunt, revenge, brick-break, knock-off, endeavor, fake-tears, tickle, bullet-seed, payback, assurance, fling, dark-pulse, seed-bomb, nasty-plot, thunder-fang, ice-fang, fire-fang, charge-beam, electro-ball, foul-play, round, quash, volt-switch, electroweb, wild-charge, snarl, parting-shot, eerie-impulse, electric-terrain, power-trip, psychic-fangs, stomping-tantrum, aura-wheel, rising-voltage, lash-out, tera-blast",58,95,58,70,58,97,3,30,8.0,humanoid,yellow,33.333333333333336,436,12.922138239999999,250.47248504050538
878,cufant,steel,"sheer-force, heavy-metal","whirlwind, slam, stomp, mega-kick, tackle, body-slam, take-down, double-edge, growl, strength, earthquake, fissure, dig, screech, defense-curl, rest, rock-slide, substitute, snore, curse, protect, sandstorm, endure, rollout, swagger, attract, sleep-talk, rock-smash, facade, superpower, brick-break, endeavor, rock-tomb, iron-defense, mud-shot, rock-blast, fling, earth-power, zen-headbutt, flash-cannon, power-whip, iron-head, stone-edge, stealth-rock, heavy-slam, round, bulldoze, work-up, belch, play-rough, high-horsepower, brutal-swing, stomping-tantrum, body-press, steel-beam, steel-roller, tera-blast",72,80,49,40,49,40,12,1000,8.0,quadruped,yellow,69.44444444444444,330,5.3287168,1419.7611367301117
879,copperajah,steel,"sheer-force, heavy-metal","stomp, mega-kick, tackle, body-slam, take-down, double-edge, growl, hyper-beam, strength, earthquake, dig, screech, rest, rock-slide, substitute, snore, curse, protect, scary-face, outrage, sandstorm, endure, rollout, attract, sleep-talk, rock-smash, facade, taunt, superpower, revenge, brick-break, knock-off, endeavor, rock-tomb, iron-defense, mud-shot, rock-blast, payback, fling, earth-power, giga-impact, zen-headbutt, flash-cannon, power-whip, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, round, bulldoze, work-up, heat-crash, snarl, play-rough, high-horsepower, brutal-swing, stomping-tantrum, body-press, steel-beam, steel-roller, tera-blast, hard-press, supercell-slam",122,130,69,80,69,30,30,6500,8.0,quadruped,green,72.22222222222223,500,3.9965376,5191.001656169472
880,dracozolt,"electric, dragon","volt-absorb, hustle, sand-rush","mega-punch, thunder-punch, slam, stomp, mega-kick, tackle, body-slam, flamethrower, hyper-beam, low-kick, fire-spin, thunder-shock, thunderbolt, thunder-wave, thunder, earthquake, fire-blast, rest, rock-slide, substitute, snore, protect, outrage, endure, sleep-talk, iron-tail, rain-dance, sunny-day, ancient-power, facade, charge, taunt, rock-tomb, aerial-ace, dragon-claw, rock-blast, pluck, dragon-pulse, dragon-rush, earth-power, giga-impact, thunder-fang, fire-fang, draco-meteor, discharge, stone-edge, electro-ball, round, bulldoze, dragon-tail, wild-charge, high-horsepower, brutal-swing, stomping-tantrum, bolt-beak, breaking-swipe, meteor-beam, rising-voltage",90,100,90,80,70,75,18,1900,8.0,upright,green,58.641975308641975,505,9.991344,9483.56071800192
881,arctozolt,"electric, ice","volt-absorb, static, slush-rush","mega-punch, thunder-punch, slam, mega-kick, body-slam, hydro-pump, surf, ice-beam, blizzard, hyper-beam, low-kick, thunder-shock, thunderbolt, thunder-wave, thunder, rest, rock-slide, substitute, snore, powder-snow, protect, icy-wind, endure, sleep-talk, iron-tail, rain-dance, ancient-power, hail, facade, charge, taunt, hyper-voice, rock-tomb, icicle-spear, rock-blast, pluck, payback, giga-impact, avalanche, thunder-fang, ice-fang, discharge, stone-edge, electro-ball, round, echoed-voice, bulldoze, wild-charge, icicle-crash, freeze-dry, stomping-tantrum, bolt-beak, meteor-beam, rising-voltage",90,100,90,90,80,55,23,1500,8.0,upright,blue,28.355387523629496,505,7.3269855999999995,4026.3538486955513
882,dracovish,"water, dragon","water-absorb, strong-jaw, sand-rush","stomp, mega-kick, tackle, body-slam, bite, water-gun, hydro-pump, surf, hyper-beam, low-kick, earthquake, waterfall, leech-life, rest, rock-slide, super-fang, substitute, snore, protect, outrage, endure, sleep-talk, dragon-breath, rain-dance, crunch, ancient-power, whirlpool, facade, dive, rock-tomb, rock-blast, brine, dragon-pulse, dragon-rush, earth-power, giga-impact, ice-fang, zen-headbutt, draco-meteor, iron-head, stone-edge, round, scald, bulldoze, brutal-swing, psychic-fangs, stomping-tantrum, liquidation, fishious-rend, meteor-beam",90,90,100,70,80,75,23,2150,8.0,legs,green,40.642722117202275,505,9.991344,10731.39765458112
883,arctovish,"water, ice","water-absorb, ice-body, slush-rush","body-slam, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, waterfall, rest, rock-slide, super-fang, substitute, snore, powder-snow, protect, icy-wind, endure, sleep-talk, rain-dance, crunch, ancient-power, whirlpool, hail, facade, dive, rock-tomb, icicle-spear, iron-defense, rock-blast, brine, giga-impact, avalanche, ice-fang, zen-headbutt, iron-head, stone-edge, round, icicle-crash, freeze-dry, aurora-veil, psychic-fangs, liquidation, fishious-rend, meteor-beam",90,90,100,80,90,55,20,1750,8.0,fish,blue,43.75,505,7.3269855999999995,4697.412823478144
884,duraludon,"steel, dragon","light-metal, heavy-metal, stalwart","swords-dance, body-slam, take-down, double-edge, leer, roar, hyper-beam, solar-beam, thunderbolt, thunder-wave, thunder, screech, light-screen, reflect, focus-energy, rest, rock-slide, slash, substitute, snore, protect, scary-face, outrage, endure, attract, sleep-talk, metal-claw, mirror-coat, rock-smash, facade, brick-break, rock-tomb, metal-sound, iron-defense, dragon-claw, gyro-ball, metal-burst, dark-pulse, night-slash, dragon-pulse, giga-impact, flash-cannon, draco-meteor, iron-head, stone-edge, stealth-rock, hone-claws, heavy-slam, foul-play, round, dragon-tail, snarl, laser-focus, stomping-tantrum, body-press, breaking-swipe, steel-beam, steel-roller, tera-blast, dragon-cheer",70,95,115,120,50,85,18,400,8.0,upright,white,12.345679012345679,535,11.323523199999999,2564.443553218764
885,dreepy,"dragon, ghost","clear-body, infiltrator, cursed-body","bite, disable, thunder-wave, quick-attack, double-team, confuse-ray, swift, rest, substitute, snore, curse, protect, endure, attract, sleep-talk, baton-pass, facade, helping-hand, grudge, astonish, sucker-punch, draco-meteor, round, dragon-tail, infestation, tera-blast",28,60,30,40,30,82,5,20,8.0,squiggle,green,8.0,270,10.923869439999999,119.33092354216589
886,drakloak,"dragon, ghost","clear-body, infiltrator, cursed-body","take-down, double-edge, bite, flamethrower, hydro-pump, surf, thunderbolt, thunder-wave, thunder, agility, quick-attack, night-shade, light-screen, reflect, fire-blast, swift, rest, substitute, thief, snore, curse, protect, lock-on, outrage, endure, steel-wing, attract, sleep-talk, baton-pass, sunny-day, shadow-ball, beat-up, will-o-wisp, facade, helping-hand, dive, astonish, dragon-dance, brine, u-turn, assurance, last-resort, dragon-pulse, dragon-rush, draco-meteor, double-hit, round, ally-switch, scald, hex, acrobatics, dragon-tail, phantom-force, infestation, psychic-fangs, breaking-swipe, tera-blast, pounce, dragon-cheer",68,80,50,60,50,102,14,110,8.0,arms,green,5.612244897959185,410,13.588227839999998,1015.5196470746306
887,dragapult,"dragon, ghost","clear-body, infiltrator, cursed-body","fly, body-slam, take-down, double-edge, bite, flamethrower, hydro-pump, surf, hyper-beam, solar-beam, thunderbolt, thunder-wave, thunder, agility, quick-attack, night-shade, light-screen, reflect, fire-blast, swift, rest, tri-attack, substitute, thief, snore, curse, protect, lock-on, outrage, endure, steel-wing, attract, sleep-talk, dragon-breath, baton-pass, sunny-day, shadow-ball, beat-up, will-o-wisp, facade, helping-hand, dive, astonish, dragon-claw, dragon-dance, brine, u-turn, assurance, last-resort, sucker-punch, dragon-pulse, dragon-rush, giga-impact, draco-meteor, double-hit, round, ally-switch, scald, hex, acrobatics, dragon-tail, phantom-force, infestation, psychic-fangs, dragon-darts, breaking-swipe, tera-blast, pounce, dragon-cheer",88,120,75,100,75,142,30,500,8.0,upright,green,5.555555555555555,600,18.916944639999997,8946.269862820616
888,zacian,fairy,intrepid-sword,"swords-dance, body-slam, take-down, bite, hyper-beam, dig, agility, quick-attack, focus-energy, swift, rest, slash, substitute, snore, reversal, protect, scary-face, endure, false-swipe, sleep-talk, iron-tail, metal-claw, crunch, facade, helping-hand, revenge, brick-break, imprison, hyper-voice, iron-defense, howl, close-combat, assurance, poison-jab, air-slash, focus-blast, giga-impact, thunder-fang, ice-fang, fire-fang, psycho-cut, flash-cannon, iron-head, round, quick-guard, retaliate, work-up, wild-charge, sacred-sword, tail-slap, snarl, noble-roar, misty-terrain, play-rough, moonblast, dazzling-gleam, solar-blade, laser-focus, brutal-swing, psychic-fangs, steel-beam, tera-blast, trailblaze",92,120,115,80,115,138,28,1100,8.0,quadruped,blue,14.030612244897961,660,18.384072959999997,18588.57762292317
889,zamazenta,fighting,dauntless-shield,"body-slam, take-down, bite, roar, hyper-beam, solar-beam, dig, agility, quick-attack, light-screen, reflect, focus-energy, swift, rest, slash, substitute, snore, reversal, protect, scary-face, sandstorm, endure, sleep-talk, safeguard, iron-tail, metal-claw, rain-dance, sunny-day, crunch, facade, helping-hand, revenge, brick-break, imprison, hyper-voice, iron-defense, howl, metal-burst, close-combat, payback, power-swap, guard-swap, focus-blast, giga-impact, thunder-fang, ice-fang, fire-fang, flash-cannon, iron-head, stone-edge, wide-guard, heavy-slam, round, retaliate, work-up, wild-charge, tail-slap, snarl, play-rough, moonblast, dazzling-gleam, laser-focus, psychic-fangs, body-press, steel-beam, coaching, tera-blast, trailblaze",92,120,115,80,115,138,29,2100,8.0,quadruped,red,24.970273483947683,660,18.384072959999997,35487.28455285332
890,eternatus,"poison, dragon",pressure,"fly, body-slam, take-down, flamethrower, hyper-beam, solar-beam, fire-spin, toxic, agility, screech, recover, confuse-ray, light-screen, reflect, fire-blast, rest, substitute, snore, protect, scary-face, sludge-bomb, outrage, endure, sleep-talk, rain-dance, sunny-day, shadow-ball, facade, cosmic-power, poison-tail, dragon-dance, gravity, payback, assurance, toxic-spikes, poison-jab, dragon-pulse, giga-impact, flash-cannon, draco-meteor, cross-poison, gunk-shot, venoshock, sludge-wave, round, dragon-tail, mystical-fire, venom-drench, brutal-swing, dynamax-cannon, eternabeam, meteor-beam, tera-blast",140,85,95,145,95,130,200,9500,8.0,wings,purple,2.375,690,17.3183296,142464.15656376214
891,kubfu,fighting,inner-focus,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance, mega-kick, headbutt, body-slam, take-down, double-edge, leer, low-kick, counter, dig, focus-energy, rest, substitute, snore, reversal, protect, scary-face, detect, endure, attract, sleep-talk, dynamic-punch, metal-claw, rock-smash, facade, focus-punch, helping-hand, superpower, revenge, brick-break, aerial-ace, bulk-up, u-turn, close-combat, fling, zen-headbutt, iron-head, low-sweep, round, acrobatics, retaliate, work-up, coaching, tera-blast",60,90,60,53,50,72,6,120,8.0,upright,gray,33.333333333333336,385,9.591690239999998,552.0031299606674
892,urshifu-single-strike,"fighting, dark",unseen-fist,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance, mega-kick, headbutt, body-slam, take-down, double-edge, leer, roar, low-kick, counter, dig, focus-energy, swift, rest, rock-slide, substitute, snore, reversal, protect, scary-face, detect, endure, false-swipe, attract, sleep-talk, dynamic-punch, metal-claw, crunch, rock-smash, beat-up, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, rock-tomb, aerial-ace, iron-defense, bulk-up, u-turn, close-combat, payback, assurance, fling, sucker-punch, aura-sphere, poison-jab, dark-pulse, drain-punch, focus-blast, giga-impact, zen-headbutt, iron-head, stone-edge, low-sweep, foul-play, round, acrobatics, retaliate, work-up, snarl, darkest-lariat, throat-chop, body-press, lash-out, coaching, wicked-blow, tera-blast, trailblaze",100,130,100,63,60,97,19,1050,8.0,humanoid,gray,29.085872576177287,550,12.922138239999999,8766.536976417688
